pubdate,views,dislikes,likes,duration,id,mult,title,nb_recommendations,depth,channel,key
2020-04-24,145,120,3445,407,8cQlqlfXzyk,11.134126554894538,"Hayes: Instead Of Plan, WH Gives Us Pathological, Narcissistic Propaganda Show | All In | MSNBC",173,1,MSNBC,1ajj
2020-04-24,423,464,4776,1274,C92LlAnGScc,11.906435911303408,"NBC Nightly News Broadcast (Full) - April 24th, 2020 | NBC Nightly News",185,1,NBC News,1b
2020-04-24,158,270,862,3198,TfIb_UqwtDQ,3.925905895078421,Live: California Gov. Newsom Gives Update On Coronavirus Response | NBC News,61,1,NBC News,1ba
2020-04-24,115,228,480,3027,kXybEAxL1tE,3.346673877771768,Live: L.A. Mayor Eric Garcetti Gives Coronavirus Update | NBC News,52,1,NBC News,1baa
2020-04-24,478,596,3681,3183,mdaX5vguCDk,4.569497025419145,Live: New York Gov. Andrew Cuomo Holds Coronavirus Briefing | NBC News,71,1,NBC News,1bab
2020-04-22,335,686,2007,4145,SlOtxz96s8s,0.45051379123850704,Live: California Gov. Newsom Gives Update On Coronavirus Response | NBC News,7,1,NBC News,1bac
2018-06-19,134,174,2576,4845,rqKVIqsqb08,0.514872904272579,Trastornos del sueño / Dr. Ramón Acevedo / Conferencia,8,1,Ramón Acevedo Cardona,1bad
2020-04-24,330,560,1513,1382,4zk_6doQ480,0.9010275824770141,Live: President Donald Trump Signs Coronavirus Relief Bill | NBC News,14,1,NBC News,1bae
2020-04-24,423,464,4776,1274,C92LlAnGScc,11.906435911303408,"NBC Nightly News Broadcast (Full) - April 24th, 2020 | NBC Nightly News",185,1,NBC News,1baf
2020-04-24,15,29,164,3698,9fO24XyqBqk,0.7723093564088691,"WATCH LIVE: California governor gives coronavirus update -- April 24, 2020",12,1,PBS NewsHour,1bag
2020-04-24,318,880,1602,1326,wric4Hmlrr4,1.351541373715522,Trump and Coronavirus Task Force Hold White House Briefing,21,1,NBC News,1bah
2020-04-24,907,-1,-1,3230,LUsnYiD3DK8,0.45051379123850704,"Governor Newsom's COVID-19 Update - April 24, 2020",7,1,City of Cupertino,1bai
2020-04-23,149,211,1215,2744,jJlgGhTN5Ls,0.45051379123850704,Live: California Gov. Newsom Gives Update On Coronavirus Response | NBC News,7,1,NBC News,1baj
2020-04-24,478,596,3681,3183,mdaX5vguCDk,4.569497025419145,Live: New York Gov. Andrew Cuomo Holds Coronavirus Briefing | NBC News,71,1,NBC News,1bb
2020-04-24,14,9,149,2737,VV--5ka_M40,0.514872904272579,Gov. Andrew Cuomo Gives Coronavirus Update,8,1,CBS New York,1bba
2020-04-24,330,560,1513,1382,4zk_6doQ480,0.9010275824770141,Live: President Donald Trump Signs Coronavirus Relief Bill | NBC News,14,1,NBC News,1bbb
2020-04-24,158,270,862,3198,TfIb_UqwtDQ,3.925905895078421,Live: California Gov. Newsom Gives Update On Coronavirus Response | NBC News,61,1,NBC News,1bbc
2020-04-22,1,774,37,954,jyOnfK_UMV4,10.554894537587886,Gov. Andrew Cuomo - Meeting Trump and Reopening New York | The Daily Social Distancing Show,164,1,The Daily Show with Trevor Noah,1bbd
2020-04-24,115,228,480,3027,kXybEAxL1tE,3.346673877771768,Live: L.A. Mayor Eric Garcetti Gives Coronavirus Update | NBC News,52,1,NBC News,1bbe
2020-04-24,423,464,4776,1274,C92LlAnGScc,11.906435911303408,"NBC Nightly News Broadcast (Full) - April 24th, 2020 | NBC Nightly News",185,1,NBC News,1bbf
2020-04-20,85,164,955,3590,_w3lgXDT9GU,2.381287182260681,"ABC News Prime: Lockdown protests, Boston the next COVID-19 frontline, new concerns of blood clots",37,1,ABC News,1bbg
2020-04-23,708,599,3909,3034,pGcESyHVu10,0.7079502433747971,Live: New York Gov. Andrew Cuomo Holds Coronavirus Briefing | NBC News,11,1,NBC News,1bbh
2020-04-24,318,880,1602,1326,wric4Hmlrr4,1.351541373715522,Trump and Coronavirus Task Force Hold White House Briefing,21,1,NBC News,1bbi
2020-04-24,159,303,652,4904,7xh8ed_dRJg,0.514872904272579,Live: NYC Mayor Bill De Blasio Holds Coronavirus Briefing | NBC News,8,1,NBC News,1bbj
2020-04-23,1,813,8354,1268,vIbRuNdrn6k,3.153596538669551,"NBC Nightly News Broadcast (Full) - April 23rd, 2020 | NBC Nightly News",49,1,NBC News,1bc
